h,w,output,type,metric,n_h,n_w,n_output,n_type,count
2256948111542613612,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,2256948111542613612,0,0.0,String,1
1207754699849524735,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1207754699849524735,0,0.0,String,1
893106415299439561,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,893106415299439561,0,0.0,String,1
890739538610337775,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,890739538610337775,0,0.0,String,1
888714145817754671,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,888714145817754671,0,0.0,String,1
472309136101712488,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,472309136101712488,0,0.0,String,1
264720274983224538,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,264720274983224538,0,0.0,String,1
181052603813782483,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,181052603813782483,0,0.0,String,1
149166139665493331,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,149166139665493331,0,0.0,String,1
119263857719374579,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,119263857719374579,0,0.0,String,1
58577881162618729,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,58577881162618729,0,0.0,String,1
52868184186526831,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,52868184186526831,0,0.0,String,1
31399685731384862,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,31399685731384862,0,0.0,String,1
27429288365323303,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,27429288365323303,0,0.0,String,1
8719551878380896,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,8719551878380896,0,0.0,String,1
1482627360730458,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1482627360730458,0,0.0,String,1
1076755109242026,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1076755109242026,0,0.0,String,1
941578574294039,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,941578574294039,0,0.0,String,1
923110820162381,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,923110820162381,0,0.0,String,1
896852738202661,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,896852738202661,0,0.0,String,1
384296558763238,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,384296558763238,0,0.0,String,1
371550642079879,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,371550642079879,0,0.0,String,1
160697430832336,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,160697430832336,0,0.0,String,1
53674720792416,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,53674720792416,0,0.0,String,1
15752764440376,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,15752764440376,0,0.0,String,1
8193640934917,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,8193640934917,0,0.0,String,1
7240978428812,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,7240978428812,0,0.0,String,1
5980231041743,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,5980231041743,0,0.0,String,1
