h,w,output,type,metric,n_h,n_w,n_output,n_type,count
2616236597167202939,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,2616236597167202939,0,Underweight,String,1
2391523610731700130,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,2391523610731700130,0,Underweight,String,1
1074054560581298265,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1074054560581298265,0,Underweight,String,1
1069221655354058931,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1069221655354058931,0,Underweight,String,1
878382915200805980,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,878382915200805980,0,Underweight,String,1
359235689464785574,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,359235689464785574,0,Underweight,String,1
99162762726275612,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,99162762726275612,0,Underweight,String,1
27985776237657557,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,27985776237657557,0,Underweight,String,1
2623529208252462,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,2623529208252462,0,Underweight,String,1
1612884327020972,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1612884327020972,0,Underweight,String,1
251628899424064,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,251628899424064,0,Underweight,String,1
228813309147450,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,228813309147450,0,Underweight,String,1
45243939875577,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,45243939875577,0,Underweight,String,1
18933442633640,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,18933442633640,0,Underweight,String,1
4004824084530,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,4004824084530,0,Underweight,String,1
162793490850,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,162793490850,0,Underweight,String,1
95121255719,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,95121255719,0,Underweight,String,1
35321923356,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,35321923356,0,Underweight,String,1
25596257059,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,25596257059,0,Underweight,String,1
12669718054,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,12669718054,0,Underweight,String,1
3794605251,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,3794605251,0,Underweight,String,1
3103354910,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,3103354910,0,Underweight,String,1
2962561490,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,2962561490,0,Underweight,String,1
2534110182,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,2534110182,0,Underweight,String,1
1562285429,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1562285429,0,Underweight,String,1
1490857119,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1490857119,0,Underweight,String,1
1414088680,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1414088680,0,Underweight,String,1
1290035761,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1290035761,0,Underweight,String,1
1153910694,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1153910694,0,Underweight,String,1
872801630,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,872801630,0,Underweight,String,1
838517540,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,838517540,0,Underweight,String,1
709650866,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,709650866,0,Underweight,String,1
671762217,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,671762217,0,Underweight,String,1
452460838,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,452460838,0,Underweight,String,1
439012907,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,439012907,0,Underweight,String,1
423139839,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,423139839,0,Underweight,String,1
401125189,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,401125189,0,Underweight,String,1
396686249,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,396686249,0,Underweight,String,1
372989121,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,372989121,0,Underweight,String,1
332238257,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,332238257,0,Underweight,String,1
314491407,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,314491407,0,Underweight,String,1
275990095,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,275990095,0,Underweight,String,1
271462307,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,271462307,0,Underweight,String,1
257378872,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,257378872,0,Underweight,String,1
236372349,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,236372349,0,Underweight,String,1
196188678,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,196188678,0,Underweight,String,1
176144449,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,176144449,0,Underweight,String,1
122261806,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,122261806,0,Underweight,String,1
106960271,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,106960271,0,Underweight,String,1
93326821,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,93326821,0,Underweight,String,1
92323179,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,92323179,0,Underweight,String,1
88338908,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,88338908,0,Underweight,String,1
68339147,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,68339147,0,Underweight,String,1
43580314,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,43580314,0,Underweight,String,1
33420691,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,33420691,0,Underweight,String,1
27678775,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,27678775,0,Underweight,String,1
25800473,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,25800473,0,Underweight,String,1
17701751,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,17701751,0,Underweight,String,1
15565780,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,15565780,0,Underweight,String,1
12785346,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,12785346,0,Underweight,String,1
8051589,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,8051589,0,Underweight,String,1
5393692,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,5393692,0,Underweight,String,1
5018105,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,5018105,0,Underweight,String,1
4229475,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,4229475,0,Underweight,String,1
3722763,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,3722763,0,Underweight,String,1
2352825,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,2352825,0,Underweight,String,1
2335806,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,2335806,0,Underweight,String,1
1952746,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1952746,0,Underweight,String,1
1747282,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1747282,0,Underweight,String,1
1573175,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1573175,0,Underweight,String,1
1316497,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1316497,0,Underweight,String,1
1019945,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1019945,0,Underweight,String,1
937362,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,937362,0,Underweight,String,1
928662,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,928662,0,Underweight,String,1
863253,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,863253,0,Underweight,String,1
833421,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,833421,0,Underweight,String,1
560475,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,560475,0,Underweight,String,1
548347,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,548347,0,Underweight,String,1
513318,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,513318,0,Underweight,String,1
452563,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,452563,0,Underweight,String,1
406792,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,406792,0,Underweight,String,1
