h,w,output,type,metric,n_h,n_w,n_output,n_type,count
23519480623503558,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,23519480623503558,0,0.0,String,1
2671742557180949,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,2671742557180949,0,0.0,String,1
1726822476788569,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1726822476788569,0,0.0,String,1
4664257068038,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,4664257068038,0,0.0,String,1
477414258,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,477414258,0,0.0,String,1
400570960,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,400570960,0,0.0,String,1
397474944,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,397474944,0,0.0,String,1
188778808,35637260304313378,10000.0,String,1.0,188778809,35637260304313378,9999.9,String,1
127516419,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,127516419,0,0.0,String,1
48489471,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,48489471,0,0.0,String,1
15587257,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,15587257,0,0.0,String,1
9098895,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,9098895,0,0.0,String,1
5058530,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,5058530,0,0.0,String,1
4146058,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,4146058,0,0.0,String,1
12978,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,12978,0,0.0,String,1
8131,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,8131,0,0.0,String,1
5079,258013209,100019.7,String,1.0,5080,258013209,99980.3,String,1
3168,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,3168,0,0.0,String,1
3035,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,3035,0,0.0,String,1
2137,456771386154624,1000206899351.9,String,1.0,2138,456771386154624,999271470925.7,String,1
1842,33912,99.9,String,1.0,1842,33913,100.0,String,1
1763,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1763,0,0.0,String,1
1566,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1566,0,0.0,String,1
1165,13572,100.0,String,1.0,1166,13572,99.8,String,1
1143,1300,10.0,String,1.0,1144,1300,9.9,String,1
1000,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1000,0,0.0,String,1
706,496,10.0,String,1.0,707,496,9.9,String,1
669,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,669,0,0.0,String,1
511,2620,100.3,String,1.0,512,2620,99.9,String,1
488,23814398,999999.9,String,1.0,488,23814399,1000000.0,String,1
413,17056,999.9,String,1.0,413,17057,1000.0,String,1
309,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,309,0,0.0,String,1
240,57,9.9,String,1.0,240,58,10.1,String,1
192,37157,10079.5,String,1.0,193,37157,9975.3,String,1
163,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,163,0,0.0,String,1
146,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,146,0,0.0,String,1
125,158,101.1,String,1.0,126,158,99.5,String,1
122,15,10.1,String,1.0,123,15,9.9,String,1
104,108,99.9,String,1.0,104,109,100.8,String,1
100,101,101.0,String,1.0,101,101,99.0,String,1
83,6888,9998.5,String,1.0,83,6889,10000.0,String,1
80,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,80,0,0.0,String,1
77,5955,10043.9,String,1.0,78,5955,9788.0,String,1
75,574,1020.4,String,1.0,76,574,993.8,String,1
73,536260141,1006305387.5,String,1.0,74,536260141,979291711.1,String,1
64,41,100.1,String,1.0,65,41,97.0,String,1
63,4,10.1,String,1.0,64,4,9.8,String,1
60,359999999999999967,999999999999999744.0,String,1.0,60,359999999999999968,1000000000000000000.0,String,1
48,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,48,0,0.0,String,1
47,23,104.1,String,1.0,48,23,99.8,String,1
44,1,5.2,String,1.0,44,2,10.3,String,1
36,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,36,0,0.0,String,1
31,0,0.0,String,1.0,31,1,10.4,String,1
31,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,31,0,0.0,String,1
29,885017,10523388.8,String,1.0,30,885017,9833522.2,String,1
26,689567029,10200695695.3,String,1.0,27,689567029,9459081330.6,String,1
26,7,103.6,String,1.0,27,7,96.0,String,1
26,6,88.8,String,1.0,26,7,103.6,String,1
26,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,26,0,0.0,String,1
23,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,23,0,0.0,String,1
22,0,0.0,String,1.0,22,1,20.7,String,1
22,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,22,0,0.0,String,3
21,4737707,107430997.7,String,1.0,22,4737707,97886508.3,String,1
20,40374,1009350.0,String,1.0,21,40374,915510.2,String,1
20,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,20,0,0.0,String,1
19,370589,10265623.3,String,1.0,20,370589,9264725.0,String,1
18,324336,10010370.4,String,1.0,19,324336,8984376.7,String,1
18,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,18,0,0.0,String,1
17,3,103.8,String,1.0,18,3,92.6,String,1
17,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,17,0,0.0,String,1
16,2884,112656.2,String,1.0,17,2884,99792.4,String,1
16,26,1015.6,String,1.0,17,26,899.7,String,1
15,0,0.0,String,1.0,15,1,44.4,String,1
14,1960000000000000,99999999999999984.0,String,1.0,14,1960000000000001,100000000000000032.0,String,1
14,19599,999949.0,String,1.0,14,19600,1000000.0,String,1
14,2,102.0,String,1.0,15,2,88.9,String,1
14,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,14,0,0.0,String,1
11,120,9917.4,String,1.0,11,121,10000.0,String,2
