year,month,day,output,type,metric,n_year,n_month,n_day,n_output,n_type,count
6820265743466408751,0,71,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,6820265743466408751,1,71,"ArgumentError(""Day: 71 out of range (1:31)"")",ArgumentError,1
98525652176242016,11,0,"ArgumentError(""Day: 0 out of range (1:30)"")",ArgumentError,7.0,98525652176242016,11,1,39985957952453--30141738682531934--1,Dates.Date,1
17367209233279595,-1,3452,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,17367209233279595,0,3452,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
5768711668486858,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,5768711668486858,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
11143711041639,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,25.0,11143711041639,1,1,11143711041639-01-01,Dates.Date,1
6328511033230,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,24.0,6328511033230,1,1,6328511033230-01-01,Dates.Date,1
31666463481,-1,-232,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,31666463481,0,-232,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
18606120167,0,12716386474840,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,11.0,18606120167,1,12716386474840,"ArgumentError(""Day: 12716386474840 out of range (1:31)"")",ArgumentError,1
11730335520,0,-1405457,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,5.0,11730335520,1,-1405457,"ArgumentError(""Day: -1405457 out of range (1:31)"")",ArgumentError,1
1053857320,-1,28707,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,1053857320,0,28707,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
518634393,0,73,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,518634393,1,73,"ArgumentError(""Day: 73 out of range (1:31)"")",ArgumentError,1
397043478,0,5,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,30.0,397043478,1,5,397043478-01-05,Dates.Date,1
126288113,-1,-32179893038782768,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,126288113,0,-32179893038782768,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
73923164,0,5,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,31.0,73923164,1,5,73923164-01-05,Dates.Date,1
