h,w,output,type,metric,n_h,n_w,n_output,n_type,count
54729236851231195,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,54729236851231195,0,0.0,String,1
8014566176383171,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,8014566176383171,0,0.0,String,1
13189918217,173104072871892822,10.0,String,1.0,13189918218,173104072871892822,9.9,String,1
283770109,80122847851485,10.0,String,1.0,283770110,80122847851485,9.9,String,1
264038624,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,264038624,0,0.0,String,1
66170489,4356641077372,10.0,String,1.0,66170490,4356641077372,9.9,String,1
62370530,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,62370530,0,0.0,String,1
19631550,38539773613261220,999999.9,String,1.0,19631550,38539773613261221,1000000.0,String,1
5302995,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,5302995,0,0.0,String,1
4506514,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,4506514,0,0.0,String,1
3916657,15263501046,10.0,String,1.0,3916658,15263501046,9.9,String,1
3147374,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,3147374,0,0.0,String,1
628228,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,628228,0,0.0,String,1
312439,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,312439,0,0.0,String,1
236373,55592834,9.9,String,1.0,236373,55592835,10.0,String,1
142003,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,142003,0,0.0,String,1
136414,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,136414,0,0.0,String,1
110821,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,110821,0,0.0,String,1
65189,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,65189,0,0.0,String,1
29605,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,29605,0,0.0,String,1
29364,857933,9.9,String,1.0,29364,857934,10.0,String,1
26949,7259365,100.0,String,1.0,26950,7259365,99.9,String,1
14979,2243704409999998593,100000000000000.0,String,1.0,14980,2243704409999998593,99986649310785.5,String,1
13148,17286127,1000.0,String,1.0,13149,17286127,999.8,String,1
5456,29774507,10002.2,String,1.0,5457,29774507,9998.5,String,1
4418,19527560999902,10004527447.5,String,1.0,4419,19527560999902,9999999999.9,String,1
3166,10027885,10004.3,String,1.0,3167,10027885,9998.0,String,1
1359,184688099999999983,999999999999999.8,String,1.0,1359,184688099999999984,1000000000000000.0,String,1
1348,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1348,0,0.0,String,1
1109,1231802,10015.6,String,1.0,1110,1231802,9997.6,String,1
826,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,826,0,0.0,String,1
803,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,803,0,0.0,String,1
536,2871,99.9,String,1.0,536,2872,100.0,String,1
467,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,467,0,0.0,String,1
418,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,418,0,0.0,String,1
385,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,385,0,0.0,String,1
238,56,9.9,String,1.0,238,57,10.1,String,1
171,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,171,0,0.0,String,1
146,21,9.9,String,1.0,146,22,10.3,String,1
138,19,10.0,String,1.0,139,19,9.8,String,1
115,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,115,0,0.0,String,1
112,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,112,0,0.0,String,1
102,103,99.0,String,1.0,102,104,100.0,String,1
89,800,1010.0,String,1.0,90,800,987.7,String,1
88,774,999.5,String,1.0,88,775,1000.8,String,1
55,302618,1000390.1,String,1.0,56,302618,964980.9,String,1
51,2,7.7,String,1.0,51,3,11.5,String,1
45,20341,100449.4,String,1.0,46,20341,96129.5,String,1
31,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,31,0,0.0,String,1
27,772,10589.8,String,1.0,28,772,9846.9,String,1
27,0,0.0,String,1.0,27,1,13.7,String,1
27,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,27,0,0.0,String,1
20,4138,103450.0,String,1.0,21,4138,93832.2,String,1
20,0,0.0,String,1.0,20,1,25.0,String,1
18,3239999,99999969.1,String,1.0,18,3240000,100000000.0,String,1
18,35,1080.2,String,1.0,19,35,969.5,String,1
18,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,18,0,0.0,String,1
16,0,0.0,String,1.0,16,1,39.1,String,2
15,0,0.0,String,1.0,15,1,44.4,String,1
13,169,10000.0,String,1.0,14,169,8622.4,String,1
13,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,13,0,0.0,String,2
12,1,69.4,String,1.0,12,2,138.9,String,1
11,120,9917.4,String,1.0,11,121,10000.0,String,1
11,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,11,0,0.0,String,1
10,1,100.0,String,1.0,11,1,82.6,String,1
9,8100000,1000000000.0,String,1.0,10,8100000,810000000.0,String,1
9,0,0.0,String,2.0,9,1,123.5,String,1
9,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,9,0,0.0,String,2
7,50,10204.1,String,1.0,8,50,7812.5,String,1
7,0,0.0,String,2.0,7,1,204.1,String,2
7,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,7,0,0.0,String,3
6,4004,1112222.2,String,1.0,7,4004,817142.9,String,1
6,3,833.3,String,1.0,6,4,1111.1,String,1
6,0,0.0,String,2.0,6,1,277.8,String,1
5,34,13600.0,String,1.0,6,34,9444.4,String,1
5,30,12000.0,String,1.0,6,30,8333.3,String,1
5,2,800.0,String,1.0,5,3,1200.0,String,1
5,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,5,0,0.0,String,2
4,199,124375.0,String,1.0,5,199,79600.0,String,1
4,1,625.0,String,1.0,4,2,1250.0,String,1
4,0,0.0,String,2.0,4,1,625.0,String,3
4,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,4,0,0.0,String,1
3,900000000,1000000000000.0,String,1.0,4,900000000,562500000000.0,String,1
3,108,120000.0,String,1.0,4,108,67500.0,String,1
3,11,12222.2,String,1.0,4,11,6875.0,String,1
3,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,3,0,0.0,String,1
2,62631011572,156577528930000.0,String,1.0,3,62631011572,69590012857777.8,String,1
2,527762920,1319407300000.0,String,1.0,3,527762920,586403244444.4,String,1
2,7022751,17556877500.0,String,1.0,3,7022751,7803056666.7,String,1
2,7343,18357500.0,String,1.0,3,7343,8158888.9,String,1
2,7,17500.0,String,1.0,3,7,7777.8,String,1
2,0,0.0,String,3.0,2,1,2500.0,String,2
2,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,2,0,0.0,String,3
1,152242123,1522421230000.0,String,1.0,2,152242123,380605307500.0,String,1
1,26440,264400000.0,String,1.0,2,26440,66100000.0,String,1
1,2,20000.0,String,1.0,2,2,5000.0,String,1
1,0,0.0,String,4.0,1,1,10000.0,String,6
1,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1,0,0.0,String,12
0,566621423473959888,Inf,String,21.0,1,566621423473959888,5666214234739598950400.0,String,1
0,4374771924003519,Inf,String,19.0,1,4374771924003519,43747719240035188736.0,String,1
0,804126847399451,Inf,String,18.0,1,804126847399451,8041268473994508288.0,String,1
0,28367504401,Inf,String,14.0,1,28367504401,283675044010000.0,String,1
0,4130564234,Inf,String,13.0,1,4130564234,41305642340000.0,String,1
0,1519109006,Inf,String,13.0,1,1519109006,15191090060000.0,String,1
0,521273713,Inf,String,12.0,1,521273713,5212737130000.0,String,1
0,46480177,Inf,String,11.0,1,46480177,464801770000.0,String,1
0,1803169,Inf,String,10.0,1,1803169,18031690000.0,String,1
0,221181,Inf,String,9.0,1,221181,2211810000.0,String,1
0,117299,Inf,String,9.0,1,117299,1172990000.0,String,1
0,47400,Inf,String,8.0,1,47400,474000000.0,String,1
0,32254,Inf,String,8.0,1,32254,322540000.0,String,1
0,26459,Inf,String,8.0,1,26459,264590000.0,String,1
0,3901,Inf,String,7.0,1,3901,39010000.0,String,1
0,3622,Inf,String,7.0,1,3622,36220000.0,String,1
0,2810,Inf,String,7.0,1,2810,28100000.0,String,1
0,2642,Inf,String,7.0,1,2642,26420000.0,String,1
0,501,Inf,String,6.0,1,501,5010000.0,String,1
