h,w,output,type,metric,n_h,n_w,n_output,n_type,count
-1,0,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,0,NaN,String,969
-1,1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,1,Inf,String,2952
-1,10,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,10,Inf,String,121
-1,100,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,100,Inf,String,16
-1,10000,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,10000,Inf,String,1
-1,1000490605112,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,1000490605112,Inf,String,1
-1,10005,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,10005,Inf,String,1
-1,10005838,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,10005838,Inf,String,1
-1,1002,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,1002,Inf,String,4
-1,10025449272217929,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,10025449272217929,Inf,String,1
-1,100263,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,100263,Inf,String,1
-1,100317213,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,100317213,Inf,String,1
-1,100389,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,100389,Inf,String,1
-1,100391399,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,100391399,Inf,String,1
-1,100542326,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,100542326,Inf,String,1
-1,1006,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,1006,Inf,String,2
-1,1006382405,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,1006382405,Inf,String,1
-1,10064,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,10064,Inf,String,1
-1,1006782,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,1006782,Inf,String,1
-1,1006870,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,1006870,Inf,String,1
-1,100697601,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,100697601,Inf,String,1
-1,1007,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,1007,Inf,String,1
-1,100858441830029,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,100858441830029,Inf,String,1
-1,100862150,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,100862150,Inf,String,1
-1,1009,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,1009,Inf,String,3
-1,100912,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,100912,Inf,String,1
-1,10092,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,10092,Inf,String,1
-1,10096,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,10096,Inf,String,1
-1,101,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,101,Inf,String,12
-1,1010,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,1010,Inf,String,2
-1,10100,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,10100,Inf,String,1
-1,1010380,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,1010380,Inf,String,1
-1,1010545187,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,1010545187,Inf,String,1
-1,1010812706,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,1010812706,Inf,String,1
-1,101086370,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,101086370,Inf,String,1
-1,101146820888,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,101146820888,Inf,String,1
-1,101162239,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,101162239,Inf,String,1
-1,1012,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,1012,Inf,String,3
-1,101228255155874,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,101228255155874,Inf,String,1
-1,101238727,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,101238727,Inf,String,1
-1,101253499,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,101253499,Inf,String,1
-1,1012700,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,1012700,Inf,String,1
-1,10128483,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,10128483,Inf,String,1
-1,10128945,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,10128945,Inf,String,1
-1,1013,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,1013,Inf,String,1
-1,101316079,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,101316079,Inf,String,1
-1,10136,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,10136,Inf,String,1
-1,1014,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,1014,Inf,String,1
-1,1014182099,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,1014182099,Inf,String,1
-1,1014754927825326806,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,1014754927825326806,Inf,String,1
-1,1015,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,0,1015,Inf,String,1
