h,w,output,type,metric,n_h,n_w,n_output,n_type,count
8851348473269520716,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,8851348473269520716,0,0.0,String,1
8451216095177022942,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,8451216095177022942,0,0.0,String,1
7249327184910993598,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,7249327184910993598,0,0.0,String,1
7033483887150163997,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,7033483887150163997,0,0.0,String,1
6432372037797832560,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,6432372037797832560,0,0.0,String,1
6112253264118687534,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,6112253264118687534,0,0.0,String,1
5902565266460788843,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,5902565266460788843,0,0.0,String,1
4753197311869369587,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,4753197311869369587,0,0.0,String,1
4429983285128237212,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,4429983285128237212,0,0.0,String,1
4387390475867516112,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,4387390475867516112,0,0.0,String,1
4283574937160490657,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,4283574937160490657,0,0.0,String,1
3884140496560213964,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,3884140496560213964,0,0.0,String,1
3506589501067691300,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,3506589501067691300,0,0.0,String,1
3305483236209139997,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,3305483236209139997,0,0.0,String,1
3251582311101964095,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,3251582311101964095,0,0.0,String,1
3189283970306538194,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,3189283970306538194,0,0.0,String,1
3088264846580359361,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,3088264846580359361,0,0.0,String,1
3001684776237676748,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,3001684776237676748,0,0.0,String,1
2918819017772114925,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,2918819017772114925,0,0.0,String,1
2535561715348481999,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,2535561715348481999,0,0.0,String,1
2516811675626216338,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,2516811675626216338,0,0.0,String,1
2258204797276016118,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,2258204797276016118,0,0.0,String,1
2195597164593903170,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,2195597164593903170,0,0.0,String,1
1948853044039308594,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1948853044039308594,0,0.0,String,1
1820974565362865704,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1820974565362865704,0,0.0,String,1
1693957601597878099,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1693957601597878099,0,0.0,String,1
1628857138562377983,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1628857138562377983,0,0.0,String,1
1571696300563230464,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1571696300563230464,0,0.0,String,1
1560426127618619099,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1560426127618619099,0,0.0,String,1
1516318707136918187,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1516318707136918187,0,0.0,String,1
1472685605909022271,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1472685605909022271,0,0.0,String,1
1115930390322814342,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1115930390322814342,0,0.0,String,1
1046282408710279035,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1046282408710279035,0,0.0,String,1
1043854455060201605,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1043854455060201605,0,0.0,String,1
1032403625925429191,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1032403625925429191,0,0.0,String,1
1027190032602191620,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1027190032602191620,0,0.0,String,1
998772491086704178,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,998772491086704178,0,0.0,String,1
910070253182855880,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,910070253182855880,0,0.0,String,1
843955462529584188,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,843955462529584188,0,0.0,String,1
831076549895160064,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,831076549895160064,0,0.0,String,1
814477341663562271,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,814477341663562271,0,0.0,String,1
782175952011464979,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,782175952011464979,0,0.0,String,1
597590400269253400,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,597590400269253400,0,0.0,String,1
528770921939484255,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,528770921939484255,0,0.0,String,1
525283269202493158,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,525283269202493158,0,0.0,String,1
500674509184706986,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,500674509184706986,0,0.0,String,1
484497932122028151,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,484497932122028151,0,0.0,String,1
476476877890949888,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,476476877890949888,0,0.0,String,1
474650159420831395,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,474650159420831395,0,0.0,String,1
459393263063069281,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,459393263063069281,0,0.0,String,1
440177666134352986,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,440177666134352986,0,0.0,String,1
431841906533184842,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,431841906533184842,0,0.0,String,1
423756272402325214,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,423756272402325214,0,0.0,String,1
406760392301742474,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,406760392301742474,0,0.0,String,1
379717469946242409,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,379717469946242409,0,0.0,String,1
348976350256127437,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,348976350256127437,0,0.0,String,1
293559832928384356,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,293559832928384356,0,0.0,String,1
283179658851885017,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,283179658851885017,0,0.0,String,1
276609260157236728,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,276609260157236728,0,0.0,String,1
