h,w,output,type,metric,n_h,n_w,n_output,n_type,count
4135494330534642888,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,4135494330534642888,0,Underweight,String,1
1124232862790120755,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1124232862790120755,0,Underweight,String,1
829497978594279159,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,829497978594279159,0,Underweight,String,1
806463368987058252,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,806463368987058252,0,Underweight,String,1
671050075094881893,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,671050075094881893,0,Underweight,String,1
537638596355436976,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,537638596355436976,0,Underweight,String,1
454303105332611531,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,454303105332611531,0,Underweight,String,1
128949388923621973,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,128949388923621973,0,Underweight,String,1
116289521305371899,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,116289521305371899,0,Underweight,String,1
90291473277606169,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,90291473277606169,0,Underweight,String,1
78074119059941064,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,78074119059941064,0,Underweight,String,1
3985628011933200,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,3985628011933200,0,Underweight,String,1
1265664110325323,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1265664110325323,0,Underweight,String,1
1106915921713823,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1106915921713823,0,Underweight,String,1
1022628556789108,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1022628556789108,0,Underweight,String,1
991142296407757,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,991142296407757,0,Underweight,String,1
940526202751794,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,940526202751794,0,Underweight,String,1
315251218620827,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,315251218620827,0,Underweight,String,1
181982463218664,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,181982463218664,0,Underweight,String,1
179349486599576,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,179349486599576,0,Underweight,String,1
39361390849034,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,39361390849034,0,Underweight,String,1
33494092630450,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,33494092630450,0,Underweight,String,1
5880083622676,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,5880083622676,0,Underweight,String,1
698164597266,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,698164597266,0,Underweight,String,1
650416655643,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,650416655643,0,Underweight,String,1
549447984382,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,549447984382,0,Underweight,String,1
205012806231,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,205012806231,0,Underweight,String,1
203722829841,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,203722829841,0,Underweight,String,1
79003699373,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,79003699373,0,Underweight,String,1
19975946320,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,19975946320,0,Underweight,String,1
10792686957,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,10792686957,0,Underweight,String,1
8369444046,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,8369444046,0,Underweight,String,1
3472285469,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,3472285469,0,Underweight,String,1
2711237830,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,2711237830,0,Underweight,String,1
