h,w,output,type,metric,n_h,n_w,n_output,n_type,count
4078232819387689166,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,4078232819387689166,0,0.0,String,1
9993961068743,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,9993961068743,0,0.0,String,1
1046368796,1089413218956277,9.9,String,1.0,1046368796,1089413218956278,10.0,String,1
106472063,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,106472063,0,0.0,String,1
50421029,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,50421029,0,0.0,String,1
9806407,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,9806407,0,0.0,String,1
6608763,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,6608763,0,0.0,String,1
2935209,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,2935209,0,0.0,String,1
2819604,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,2819604,0,0.0,String,1
2819529,7949704524529,10000.0,String,1.0,2819530,7949704524529,9999.9,String,1
2726087,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,2726087,0,0.0,String,1
2454534,5994613472,10.0,String,1.0,2454535,5994613472,9.9,String,1
2310540,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,2310540,0,0.0,String,1
1297083,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1297083,0,0.0,String,1
1277651,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1277651,0,0.0,String,1
176457,311370728489844256,99999999999.9,String,1.0,176457,311370728489844257,100000000000.0,String,1
140688,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,140688,0,0.0,String,1
127165,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,127165,0,0.0,String,1
93332,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,93332,0,0.0,String,1
86003,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,86003,0,0.0,String,1
50205,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,50205,0,0.0,String,1
25658,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,25658,0,0.0,String,1
23429,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,23429,0,0.0,String,1
20882,433878,10.0,String,1.0,20883,433878,9.9,String,1
9195,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,9195,0,0.0,String,1
7983,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,7983,0,0.0,String,1
7605,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,7605,0,0.0,String,1
6212,38601175,10003.2,String,1.0,6213,38601175,9999.9,String,1
5163,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,5163,0,0.0,String,1
2901,8377,10.0,String,1.0,2902,8377,9.9,String,1
2768,766182399999961,999999999999.9,String,1.0,2768,766182399999962,1000000000000.0,String,1
2563,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,2563,0,0.0,String,1
2310,5312,10.0,String,1.0,2311,5312,9.9,String,1
2197,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,2197,0,0.0,String,1
2193,4789,10.0,String,1.0,2194,4789,9.9,String,1
1639,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1639,0,0.0,String,1
1271,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1271,0,0.0,String,1
1089,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1089,0,0.0,String,1
1002,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1002,0,0.0,String,1
930,8644,99.9,String,1.0,930,8645,100.0,String,1
813,659,10.0,String,1.0,814,659,9.9,String,1
471,2226,100.3,String,1.0,472,2226,99.9,String,1
362,13176899999999,1005532492903.1,String,1.0,363,13176899999999,999999999999.9,String,1
259,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,259,0,0.0,String,1
241,57,9.8,String,1.0,241,58,10.0,String,1
224,5017599,999999.8,String,1.0,224,5017600,1000000.0,String,1
169,2880,1008.4,String,1.0,170,2880,996.5,String,1
150,224999999999,99999999999.6,String,1.0,150,225000000000,100000000000.0,String,1
136,1868643495744502,1010296007647330.0,String,1.0,137,1868643495744502,995600988728489.4,String,1
126,1596,1005.3,String,1.0,127,1596,989.5,String,1
116,13,9.7,String,1.0,116,14,10.4,String,1
111,12,9.7,String,1.0,111,13,10.6,String,1
108,117,100.3,String,1.0,109,117,98.5,String,1
100,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,100,0,0.0,String,1
83,6,8.7,String,1.0,83,7,10.2,String,1
63,4,10.1,String,1.0,64,4,9.8,String,1
58,3,8.9,String,1.0,58,4,11.9,String,1
