year,month,day,output,type,metric,n_year,n_month,n_day,n_output,n_type,count
309448161741763423,0,-1844674337654,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,11.0,309448161741763423,1,-1844674337654,"ArgumentError(""Day: -1844674337654 out of range (1:31)"")",ArgumentError,1
13802619564791719,0,187428968,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,6.0,13802619564791719,1,187428968,"ArgumentError(""Day: 187428968 out of range (1:31)"")",ArgumentError,1
12908515309716662,12,-773261,"ArgumentError(""Day: -773261 out of range (1:31)"")",ArgumentError,3.0,12908515309716662,13,-773261,"ArgumentError(""Month: 13 out of range (1:12)"")",ArgumentError,1
588205203447995,0,34041,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,588205203447995,1,34041,"ArgumentError(""Day: 34041 out of range (1:31)"")",ArgumentError,1
8578420123083,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,8578420123083,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
3311340641363,0,53,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,3311340641363,1,53,"ArgumentError(""Day: 53 out of range (1:31)"")",ArgumentError,1
2814302286960,0,-333907,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,4.0,2814302286960,1,-333907,"ArgumentError(""Day: -333907 out of range (1:31)"")",ArgumentError,1
2202092626982,0,2754,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,2202092626982,1,2754,"ArgumentError(""Day: 2754 out of range (1:31)"")",ArgumentError,1
1065759372918,0,51,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,1065759372918,1,51,"ArgumentError(""Day: 51 out of range (1:31)"")",ArgumentError,1
1011601374305,0,2051,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,1011601374305,1,2051,"ArgumentError(""Day: 2051 out of range (1:31)"")",ArgumentError,1
309880729307,0,-1,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,309880729307,1,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",ArgumentError,1
68049732238,-1,3,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,68049732238,0,3,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
4788852508,0,-409299132050308728,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,16.0,4788852508,1,-409299132050308728,"ArgumentError(""Day: -409299132050308728 out of range (1:31)"")",ArgumentError,1
2110867043,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,2110867043,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,1
781563995,0,24,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,30.0,781563995,1,24,781563995-01-24,Dates.Date,1
361173533,2,0,"ArgumentError(""Day: 0 out of range (1:28)"")",ArgumentError,28.0,361173533,2,1,361173533-02-01,Dates.Date,1
135720173,12,289230,"ArgumentError(""Day: 289230 out of range (1:31)"")",ArgumentError,2.0,135720173,13,289230,"ArgumentError(""Month: 13 out of range (1:12)"")",ArgumentError,1
53093742,0,2,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,31.0,53093742,1,2,53093742-01-02,Dates.Date,1
45200186,0,13,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,31.0,45200186,1,13,45200186-01-13,Dates.Date,1
15507983,-1,632,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,15507983,0,632,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
11717938,99,1,"ArgumentError(""Month: 99 out of range (1:12)"")",ArgumentError,1.0,11717938,100,1,"ArgumentError(""Month: 100 out of range (1:12)"")",ArgumentError,1
3272307,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,32.0,3272307,1,1,3272307-01-01,Dates.Date,1
2583459,0,1142258,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,4.0,2583459,1,1142258,"ArgumentError(""Day: 1142258 out of range (1:31)"")",ArgumentError,1
1877211,0,7558,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,1877211,1,7558,"ArgumentError(""Day: 7558 out of range (1:31)"")",ArgumentError,1
1689358,0,5,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,32.0,1689358,1,5,1689358-01-05,Dates.Date,1
1618885,-10,0,"ArgumentError(""Month: -10 out of range (1:12)"")",ArgumentError,1.0,1618885,-9,0,"ArgumentError(""Month: -9 out of range (1:12)"")",ArgumentError,1
1565297,8,0,"ArgumentError(""Day: 0 out of range (1:31)"")",ArgumentError,30.0,1565297,8,1,1565297-08-01,Dates.Date,1
1027476,0,-251,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1.0,1027476,1,-251,"ArgumentError(""Day: -251 out of range (1:31)"")",ArgumentError,1
745398,0,21027,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,745398,1,21027,"ArgumentError(""Day: 21027 out of range (1:31)"")",ArgumentError,1
194488,-1,-5,"ArgumentError(""Month: -1 out of range (1:12)"")",ArgumentError,1.0,194488,0,-5,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,1
132152,0,2,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,33.0,132152,1,2,132152-01-02,Dates.Date,1
126521,0,-6665,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,2.0,126521,1,-6665,"ArgumentError(""Day: -6665 out of range (1:31)"")",ArgumentError,1
40396,0,-25276144,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,6.0,40396,1,-25276144,"ArgumentError(""Day: -25276144 out of range (1:31)"")",ArgumentError,1
33551,0,-14972,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,3.0,33551,1,-14972,"ArgumentError(""Day: -14972 out of range (1:31)"")",ArgumentError,1
25444,0,1,"ArgumentError(""Month: 0 out of range (1:12)"")",ArgumentError,34.0,25444,1,1,25444-01-01,Dates.Date,1
