h,w,output,type,metric,n_h,n_w,n_output,n_type,count
7087040023924687,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,7087040023924687,0,Underweight,String,1
998017168231328,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,998017168231328,0,Underweight,String,1
33704528036877,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,33704528036877,0,Underweight,String,1
56404199242,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,56404199242,0,Underweight,String,1
30869979735,2854102168326199611,Severely obese,String,9.0,30869979736,2854102168326199611,Obese,String,1
325898834,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,325898834,0,Underweight,String,1
132982928,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,132982928,0,Underweight,String,1
125133464,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,125133464,0,Underweight,String,1
52447339,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,52447339,0,Underweight,String,1
28978934,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,28978934,0,Underweight,String,1
616645,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,616645,0,Underweight,String,1
567956,966111089,Severely obese,String,9.0,567957,966111089,Obese,String,1
324475,194249552,Normal,String,5.0,324476,194249552,Underweight,String,1
151033,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,151033,0,Underweight,String,1
127331,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,127331,0,Underweight,String,1
35292,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,35292,0,Underweight,String,1
25167,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,25167,0,Underweight,String,1
12213,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,12213,0,Underweight,String,1
11726,253696,Normal,String,5.0,11727,253696,Underweight,String,1
10414,324811,Obese,String,9.0,10414,324812,Severely obese,String,1
8754,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,8754,0,Underweight,String,1
6115,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,6115,0,Underweight,String,1
6108,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,6108,0,Underweight,String,1
