h,w,output,type,metric,n_h,n_w,n_output,n_type,count
74098540627731976,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,74098540627731976,0,0.0,String,1
559659353037,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,559659353037,0,0.0,String,1
53231379478,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,53231379478,0,0.0,String,1
1989461861,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1989461861,0,0.0,String,1
250418971,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,250418971,0,0.0,String,1
65396432,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,65396432,0,0.0,String,1
40712417,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,40712417,0,0.0,String,1
27289352,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,27289352,0,0.0,String,1
22015841,482273768662,9.9,String,1.0,22015841,482273768663,10.0,String,1
13004724,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,13004724,0,0.0,String,1
8638076,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,8638076,0,0.0,String,1
5362048,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,5362048,0,0.0,String,1
4878756,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,4878756,0,0.0,String,1
3912852,153027555686,100.0,String,1.0,3912853,153027555686,99.9,String,1
1965916,3845505500,10.0,String,1.0,1965917,3845505500,9.9,String,1
1861281,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1861281,0,0.0,String,1
107668,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,107668,0,0.0,String,1
56989,32461223,100.0,String,1.0,56990,32461223,99.9,String,1
45094,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,45094,0,0.0,String,1
29724,88347200,999.9,String,1.0,29724,88347201,1000.0,String,1
23175,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,23175,0,0.0,String,1
17101,2923069,100.0,String,1.0,17102,2923069,99.9,String,1
14171,199813,9.9,String,1.0,14171,199814,10.0,String,1
12359,15275097,1000.0,String,1.0,12360,15275097,999.9,String,1
11754,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,11754,0,0.0,String,1
6244,3899694,1000.2,String,1.0,6245,3899694,999.9,String,1
5166,2668623,1000.0,String,1.0,5167,2668623,999.6,String,1
4073,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,4073,0,0.0,String,1
3707,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,3707,0,0.0,String,1
3647,13300543,10000.0,String,1.0,3648,13300543,9994.5,String,1
1901,36157,100.1,String,1.0,1902,36157,99.9,String,1
1815,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1815,0,0.0,String,1
1474,21715,99.9,String,1.0,1474,21716,100.0,String,1
1470,2150,9.9,String,1.0,1470,2151,10.0,String,1
1261,15924409674806937,100145898801455.6,String,1.0,1262,15924409674806937,99987251857960.4,String,1
1031,106388,1000.9,String,1.0,1032,106388,998.9,String,1
627,393804,10017.2,String,1.0,628,393804,9985.3,String,1
507,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,507,0,0.0,String,1
501,25100099999999998,1000000000000000.2,String,1.0,502,25100099999999998,996019904445961.4,String,1
251,62,9.8,String,1.0,251,63,10.0,String,1
211,447288833,100466933.1,String,1.0,212,447288833,99521367.3,String,1
188,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,188,0,0.0,String,1
162,2625,1000.2,String,1.0,163,2625,988.0,String,1
154,239,100.8,String,1.0,155,239,99.5,String,1
103,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,103,0,0.0,String,1
99,9800999999,9999999999.0,String,1.0,99,9801000000,10000000000.0,String,1
98,976,1016.2,String,1.0,99,976,995.8,String,1
91,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,91,0,0.0,String,1
89,8,10.1,String,1.0,90,8,9.9,String,1
77,6,10.1,String,1.0,78,6,9.9,String,1
72,5,9.6,String,1.0,72,6,11.6,String,1
68,466,1007.8,String,1.0,69,466,978.8,String,1
62,39,101.5,String,1.0,63,39,98.3,String,1
61,3826490,10283499.1,String,1.0,62,3826490,9954448.5,String,1
60,3599,9997.2,String,1.0,60,3600,10000.0,String,1
56,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,56,0,0.0,String,1
54,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,54,0,0.0,String,2
52,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,52,0,0.0,String,1
49,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,49,0,0.0,String,1
47,2268,10267.1,String,1.0,48,2268,9843.8,String,1
46,22,104.0,String,1.0,47,22,99.6,String,1
44,1,5.2,String,1.0,44,2,10.3,String,1
42,1763999999999999616,9999999999999997952.0,String,1.0,42,1763999999999999617,10000000000000000000.0,String,1
37,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,37,0,0.0,String,1
35,122558010145,1000473552204.1,String,1.0,36,122558010145,945663658526.2,String,1
31,0,0.0,String,1.0,31,1,10.4,String,3
31,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,31,0,0.0,String,1
30,0,0.0,String,1.0,30,1,11.1,String,2
29,8409,99988.1,String,1.0,29,8410,100000.0,String,1
28,7,89.3,String,1.0,28,8,102.0,String,1
