h,w,output,type,metric,n_h,n_w,n_output,n_type,count
7835158889460653888,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,7835158889460653888,0,0.0,String,1
3571277419180268532,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,3571277419180268532,0,0.0,String,1
1957454768371376168,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,1957454768371376168,0,0.0,String,1
472846518126647292,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,472846518126647292,0,0.0,String,1
146329845162765015,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,146329845162765015,0,0.0,String,1
109992097570193767,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,109992097570193767,0,0.0,String,1
74160551512041414,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,74160551512041414,0,0.0,String,1
31322500677326209,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,31322500677326209,0,0.0,String,1
30812620425959954,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,30812620425959954,0,0.0,String,1
10741474363864143,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,10741474363864143,0,0.0,String,1
3063782181209010,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,3063782181209010,0,0.0,String,1
896524481605485,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,896524481605485,0,0.0,String,1
807809404077891,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,807809404077891,0,0.0,String,1
288310801117681,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,288310801117681,0,0.0,String,1
200651659055376,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,200651659055376,0,0.0,String,1
82714494029645,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,82714494029645,0,0.0,String,1
59839566582033,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,59839566582033,0,0.0,String,1
27616084399161,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,27616084399161,0,0.0,String,1
24204336190359,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,24204336190359,0,0.0,String,1
17408276620754,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,52.0,17408276620754,0,0.0,String,1
