h,w,output,type,metric,n_h,n_w,n_output,n_type,count
4320994045630815582,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,4320994045630815582,0,Underweight,String,1
4255715810756891661,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,4255715810756891661,0,Underweight,String,1
1289391907063441575,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1289391907063441575,0,Underweight,String,1
393667137035443843,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,393667137035443843,0,Underweight,String,1
22639496541062184,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,22639496541062184,0,Underweight,String,1
6139588027621730,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,6139588027621730,0,Underweight,String,1
1831076493568657,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1831076493568657,0,Underweight,String,1
247203107666110,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,247203107666110,0,Underweight,String,1
58973732679775,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,58973732679775,0,Underweight,String,1
53343920434598,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,53343920434598,0,Underweight,String,1
19492272741836,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,19492272741836,0,Underweight,String,1
2947633088097,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,2947633088097,0,Underweight,String,1
439795616084,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,439795616084,0,Underweight,String,1
288711039398,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,288711039398,0,Underweight,String,1
241633671059,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,241633671059,0,Underweight,String,1
54975780044,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,54975780044,0,Underweight,String,1
22591537457,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,22591537457,0,Underweight,String,1
4137274199,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,4137274199,0,Underweight,String,1
2447264495,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,2447264495,0,Underweight,String,1
2121424270,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,2121424270,0,Underweight,String,1
2006192746,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,2006192746,0,Underweight,String,1
1392918719,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1392918719,0,Underweight,String,1
1339435839,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1339435839,0,Underweight,String,1
1279363878,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1279363878,0,Underweight,String,1
1060264140,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,1060264140,0,Underweight,String,1
735981749,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,735981749,0,Underweight,String,1
587191485,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,587191485,0,Underweight,String,1
544502082,-1,"DomainError(""Height or Weight cannot be negative."", """")",DomainError,44.0,544502082,0,Underweight,String,1
